comment,rating,created_at
"Đây là một cuốn sách có 2 phần chính, nửa quyển đầu nói về cuộc sống trong trại tập trung của Đức vào thế chiến thứ 2. Nếu bạn nào đã coi qua những bộ phim khai thác đề tài này thì cũng biết về nó. Đặc biệt hơn ở đây nó còn được viết bởi chính con người trong cuộc, nên chân thật gấp bội lần. Qua thời gian ở trại, Frankl đã đúc kết ra nhiều nhìn nhận, kết hợp cùng kiến thức uyên bác về phân tâm học của mình khi qua trường lớp bài bản thì đã viết nửa cuốn sau về vấn đề ý nghĩa sự sống và nhiều loại tâm bệnh khác. Thật sự rất hay! Có nhiều từ chuyên môn và khó hiểu nhưng rất đang để tìm tòi!?",5,1607011375
"Sách xinh, nhưng đóng gói tuy bảo vệ môi trường (không có màng bọc bằng ninon) là tốt nhưng quá sơ sài khiến gáy 2 quyển sách bị hỏng, đây là ảnh kiện hàng ngay lúc mình mở ra :)",5,1644940508
"sách rất xịn, sờ vào rất thích, nội dung chân thực, mọi người nên mua 
nó là cuốn sách một bác sĩ tâm lí sau khi vào trại tập trung của Đức Quốc Xã viết về trải nghiệm của mình, thật sự rất chân thực và đáng khâm phục ý chí nội tâm của mỗi tù nhân.",5,1612053924
,5,1729217745
tác phẩm kinh điển,5,1720350089
Mình đang đọc phần 1 của sách nhưng thấy rất hay rất giống những cuốn về ý nghĩa cuộc sống sinh tồn,5,1672026341
Em chưa đọc sản phẩm nhưng em thấy giao hàng nhanh đúng ngày và mấy lần trước không bị lỗi gì mà lần này vì trời mưa nên sách bị ướt một phần góc nhỏ phía trên trong nhiều trang. Em mong tiki sẽ khắc phục tình trạng này như bỏ vào bao nilon nhỏ cho khỏi bị ướt,4,1606715140
"Sách hay, mọi người có thể đọc.",5,1728155175
"Cuốn sách rất hay, góc nhìn mớ về cuộc sống trong trại giam phát xít",5,1714116171
"Quyển sách có quá nhiều bài học tuyệt vời dành cho cuộc sống.
Một quyển sách rất đáng đọc mọi người ạ.
Còn sách mua trên tiki thì khỏi phải bàn rồi...rất hài lòng luôn.",5,1655784387
"Ý kiến cá nhân của mình: quyển đi tìm lẽ sống khá hay. Tác giả là một bác sĩ tâm lý tài giỏi và tiềm năng trong công việc của mình. Các lý luận về tâm lý của ông được dẫn chứng bằng các ví dụ khách quan, có đối chứng. Tuy trong một quyển sách ngắn không thể lột tả hết được nhưng mình cảm thấy tin tưởng. Những gì sách phân tích hữu ích và truyền tải thông điệp lạc quan tới độc giả.",5,1615888909
Sách giao nhanh gói cẩn thận,5,1700882292
"Một tác phẩm hay, cảm xúc; giúp người đọc thấy nhiều giá trị. Tiki giao hàng nhanh; bao bọc cẩn thận. Mình khuyên các bạn đã xem nên mua. Mình tóm tắt qua nội dung để các bạn có thể lựa chọn. 

Đi Tìm Lẽ Sống tựa tiếng Anh là Man's Search for Meaning là sách được viết từ những năm tháng trải nghiệm thảm khốc của chính tác giả trong trại tập trung của Đức Quốc Xã.  Frnakl đã phát triển một phương pháp điều trị tâm lý là "" Liệu Pháp Ý Nghĩa"" để giúp người bệnh tìm ra ý nghĩa cuộc sống của đời mình. 
Bằng những chứng kiến và trải nghiệm thực tế ông cho rằng con người mình có thể giữ được phẩm giá đó chính là giá trị; đầu óc, sự tự do bên trong nếu nổ lực đấu tranh trong hoàn cảnh bị người khác đe doạ, vây hãm. 
Những trải nghiệm từ cuộc sống trong trại tập trung cho thấy con người có sự lựa chọn cho hành động của mình. Con người bằng tinh thần quả cảm có vượt qua sự vô cảm và kiềm chế sự tức giận. Con người có thể giữ vững sự tự do về tinh thần, sự độc lập về tâm trí, ngay cả trong điều kiện căng thẳng về thần kinh và tâm trí. Trở thành loại người nào là kết quả quyết định từ bên trong của mỗi người. 
Trại tập trung phát xít qua trang viết của tác giả vô cùng tàn bạo nhưng ở đó có những câu chuyện cũng thật cao cả về tình người, một con người khi bản thân mình cảm thấy tuyệt vọng vẫn có khả năng đem lại hi vọng, niềm an ủi cho người khác. Cuộc sống có những sự kiện xảy ra một cách ngẫu nhiên và đôi khi tương lại là bất định nhưng ta sẽ chấp nhận tương lại đó với một niềm lạc quan chứ không phải trong sự hỗn loạn bên trong mình hay biến thành một kẻ cơ hội. Cuộc sống luôn đặt câu hỏi cho mọi người, và con người chỉ có thể trả lời cuộc sống thông qua chính cuộc sống riêng của mình, trả lời bằng thái độ sống trách nhiệm với bản thân. 
Mỗi chúng ta nên phân biệt sự khác biệt chủ chốt giữa giá trị theo phẩm cách và giá trị theo sự hữu dụng. Không phân biệt rõ ràng được điều này dẫn đến sự đề cao quá mức về giá trị theo sự hữu dụng, đề cao giá trị của người có tiền hay thành công. 
Trong lúc dịch bệnh đang hoành hoành, hoàn cảnh khiến cho mỗi người có đôi phút tự suy nghĩ về giá trị sống của mình, cộng đồng mình đang sống. Và Đi Tìm Lẽ Sống là nguồn năng lượng để mỗi cả nhân chiêm nghiệm lại chính mình và cảm ơn cuộc đời nếu mình có một hoàn cảnh sống tốt hơn và có điều kiện hơn phần còn lại.",5,1629276997
"sản phẩm được đóng gói cẩn thận, giao hàng nhanh,sách hay",5,1688090884
"Sách đóng gói cẩn thận, giao hàng nhanh chóng",5,1708236300
"vì tôi đang cần điều tôi cần, mà điều tôi cần đang đến với tôi. cám ơn Tiki đã kết nỗi với Fahasa để tôi có thể sớm có sản phẩm mình muốn. chucx cho sự nối kết luôn bên vững để mang lại lợi ích cho ngưới khác.",5,1650034984
"Về nội dung thì không bàn đến vì cuốn sách này được rất nhiều người đánh giá tốt
Nhưng về chất lượng giấy thì thấy rất kém ạ, giấy mỏng sờ vào rất thô và cảm giác cầm rất nhẹ so với những cuốn sách có độ giày tương tự
Mình không chắc nhưng có thể nghi ngờ nhà bán giao cho mình sách lậu, sách giả.",1,1628701915
Mình thấy hay xĩu luôn,5,1728111295
"Sách mình nhận vừa bị trùng trang, làm thiếu mất mười mấy trang ở giữa, vừa bị lỗi phía sau. Giấy bị dính góc vào nhau và hụt hẳn 1 đoạn so với những trang bình thường.",1,1623767783
Ii,5,1721173146
"Sách rất hay, nên đọc nhé. Sách nói về nghị lực phi thường của con người, nếu khi ta thấy bi quan, chán nản, cảm giác cuộc sống này bị bế tắc thì hãy đọc cuốn sách này ngay nhé",5,1663037212
ok,5,1720938534
"Sách này kinh điển rồi, hay miễn chê nhé, rcm mn nên đọc",5,1698721783
"Sách hay, lối viết chân thật và dễ hiểu nhưng đáng suy ngẫm.",5,1710441070
"Sách hay, dịch vụ tốt nha!",5,1709725077
Sách có vết bẩn mong shop lần sau cẩn thận hơn,4,1687768668
"Sách mới nhưng bị hư góc nhiều quá. Giấy in dễ chịu, có kèm tờ đánh dấu sách. Giao hàng nhanh.",2,1653977300
"Cuốn sách chia sẻ những chiêm nghiệm của một bác sĩ tâm lý đồng thời là người sống sót trở về từ trại tập trung của Đức quốc xã. Phần một là về những diễn biến tâm lý chính ông đã trải qua khi là tù nhân ở các trại tập trung trong đó có địa ngục kinh hoàng Auschwitz. Phần hai là về những kiến thức đúc kết sau nhiều năm dùng một lý thuyết mà ông gọi là “liệu pháp ý nghĩa” chữa trị tâm lý cho bệnh nhân. Sách tương đối ngắn và dễ hiểu, đặc biệt phù hợp những người đang hoang mang, mất phương hướng trong cuộc sống. Mình đã đọc bản tiếng Anh và thấy bản dịch chấp nhận được dù một số thuật ngữ hay tên các tác phẩm về tâm lý học vốn rất quen thuộc được dịch theo lối một mình một kiểu (không tham khảo thêm tài liệu khác) nên cảm giác cứ bị khựng lại chứ không được mượt. VD: anticipated anxiety, hay được dịch là “lo âu chờ đợi” thì trong sách dịch thành “lo âu trước kỳ hạn”, obsessive compulsive là “ám ảnh cưỡng chế” thì ở đây dịch là “ám ảnh do bị ép buộc”. Một điểm trừ nhỏ nữa là nhà in cắt giấy ẩu sao đó mà sách nom không được cân đối, cụ thể là lề dưới trang chẵn thường chừa nhiều hơn trang lẻ và nhìn tổng thể cả khối chữ bị xuống dốc (cái này nhìn ảnh hơi khó phát hiện nhưng người đã đọc nhiều sách dàn trang xén giấy tốt sẽ nhận ra).",4,1609869497
"Sách hay, tuyệt vời, giao hàng rất nhanh",5,1704679646
"Sách đẹp, giao nhanh",5,1697423906
"Sách đẹp, đóng gói rất cẩn thận, chu đáo. Ship hàng nhanh. Mình đặt hôm trước hôm sau đã có rồi. Rất hài lòng",5,1687779758
Sách để trống ko trong hộp ko đc bọc j cả mình nhận đc cái hộp thì rất shock khi thấy nó méo mó trông cực kì thảm may mà sách ko bị j,4,1622078896
"Có thể mình chưa hợp, nên cảm nhận nội dung chưa thực sự hài lòng",3,1705585550
"Giao hàng nhanh trong 2 ngày, sách hay. Nên mua đọc để trải nghiệm nhiều hơn những câu nói hay từ trong sách. Cực kì vừa lòng khi mua ở shop và Tiki ạ.",5,1645253886
Mong sách sẽ đem đến những điều hay để mình hiểu về bản thân hơn,5,1675946931
Sách rất hay,5,1713189515
"Sách nguyên seal, chất lượng đẹp, đóng gói cẩn thận, giao hàng đúng hạn",5,1702556669
Ok,5,1717061221
"Rất thích phần đầu của quyển sách, phần cuối tác giả bàn nhiều về hướng điều trị nên mình không hiểu rõ lắm. Nhìn chung đây là một cuốn sách rất đáng đọc",5,1665234976
,5,1731514324
"Sách hay, mẫu mã đẹp, mn nên thử và trải nghiệm",5,1711875301
,5,1730867703
"Nếu bạn có thể đọc qua nửa quyển,bạn chắc chắn có thể đọc hết quyển sách này,vì chưa trải nghiệm nhiều nên mình thấy hơi nhạt,tuy nhiên vẫn có nhiều điều đáng suy ngẫm,còn với những con người từng trải thì có lẽ cuốn sách này vô cùng sâu sắc.",5,1599230635
,5,1730638974
,5,1729954538
,5,1729051668
,5,1728992306
"sách lúc giao hàng còn nguyên bọc nilon luôn cẩn thận cực kì, nội dung thì khỏi bàn rồi vì đây là cuốn sách vô cùng kinh điển mà mình nghĩ nên recommend cho mọi người nên đọc nhé",5,1628915277
,5,1728764189
,5,1728575455
Sách được đóng gói cẩn thận có miếng lót bảo hộ và bọc kiến sách sẽ. Có tặng kèm bookmark. Shipeer thân thiện.,5,1625550333
,5,1728524331
,5,1728120266
,5,1727956767
,5,1727686246
,5,1713469589
,5,1727346888
"Giao hành nhanh, sách chất lượng, rất hài lòng.",5,1680519381
,5,1727181031
Sách rất hay và đẹp. Giao hàng rất nhanh,5,1711263944
Tốtt nhé mn nên mua,5,1691214244
"Giao nhanh và mới, sách củ nxb Nhã Nam. Giấy nhẹ. Mình đọc review thấy rất hay nên mua về trải nghiệm, dịch ở nhà nên bổ sung thêm kiến thức và vốn từ. Cũng như tìm thêm môn giải trí, đọc sách ko bao giờ là thừa.",5,1626408837
sản phẩm tốt,5,1649778123
,5,1726387643
Ship nhanh sách đẹp,5,1704712688
,4,1725986186
,5,1725974541
"Bố cục đẹp,dễ hiểu.giao hàng nhanh",5,1697166838
"Sách hay, đóng gói cẩn thận.",5,1700275702
Nội dung không hay ho như tên sách,3,1713143880
,5,1725699765
"giao hàng nhanh dã man, mới đặt hôm qua mà nay đã thấy ship đến r. chất lượng sách ok. dg km nên giá rẻ. sách có bọc nilong nên mình k thích lắm, thấy nhiều đồ nhựa quá",4,1630051220
"Đi tìm lẽ sống thì chắc cũng chẳng cần phải nói nhiều về độ hay và ý nghĩa nữa rồi ❤️ Thật sự rất là vui khi mà nhận được sách từ tiki luôn, giao hàng vừa nhanh vừa chất lượng ?₫",5,1620126102
,5,1725090146
Sách hay,5,1722236340
Nội dung sách 5 sao nhưng giao hàng chỉ 2 sao thôi. Cuốn này ko có bọc mà hộp hàng nhàu nhĩ làm bẩn sách bên trong,5,1652668415
,5,1724690704
Mình biết cuốn này lâu rồi nhưng giờ mới mua. Chắc chờ đúng thời điểm chăng,5,1678354323
,5,1724433157
,5,1724412219
,5,1724405301
"Thông điệp trong sách có nhiều ý nghĩa hay, tuy nhiên cảm nhận cá nhân là cách viết/bố cục chưa được logic và rành mạch lắm.
và trừ 1 điểm lần này Fahasa giao sách hơi móp gáy và đóng k chắc chắn lắm như mọi lần.
nhưng vẫn ok vì Fahasa được cái đóng gói cẩn thận",4,1615776308
"Nghe review về cuốn này đã lâu nên nay quyết tâm đặt sách. Sách giao nhanh, đóng gói cẩn thận và sạch sẽ. Cảm ơn Tiki và nhà bán",5,1657693603
"- Sách rất hữu ích, giúp cho người đọc tự do và tự tin tìm ra ý nghĩa của cuộc sống mình thông qua bất kì điều gì xảy ra đối với họ, từ những đâu khổ, bất hạnh, cho đến những điều bình thường.
- Trạng thái tồn tại chân không, giá trị phẩm chất và giá trị hữu dụng, phương pháp suy nghĩ đảo nghịch, đều được lý giải để giúp mình hiểu nhiều hơn về những hiện tượng, thế giới quan xung quanh, giúp mình tránh cũng như tìm ra giải pháp cho những vấn đề sai lệch về tâm lý và nhận thức, giúp mình tin yêu cuộc sống hơn
- Thuyết hư vô, thuyết định mệnh, tội lỗi tập thể được tác giả lên án vì những học thuyết đó sẽ dẫn đến lối sống vô trách nhiệm và phó mặc cho số phận, từ đó không thể tìm ra ý nghĩa cuộc đời mình
- Hay hơn nữa là tác giả là người đã trả qua 4 trại tập trung của Phát Xít Đức, nếm đủ sự thống khổ tột cùng, chứng kiến sự khác biệt giữa cách hành động và thái độ sống của nhiều người, đặc biệt là nhg người có học thức và địa vị xã hội. Tác giả còn dành cả đời để trị liệu cho các bệnh nhân tâm thần, cả ngàn người trong vòng 25 năm",4,1612857200
,5,1723129417
,5,1722921802
Quá hay,5,1720394475
"Sách mới nguyên, bọc nilong đóng gói cẩn thận, về khâu đóng gói mik ưng ý lắm, sách còn có bookmark rất đẹp
Về ND mik ch đọc nhưng mik nghĩ sẽ hay và rất có ích",5,1629707890
,5,1722609076
,5,1722505080
,5,1722417412
,5,1722403639
,5,1722398098
,5,1722242268
"Cuốn sách khá ổn. Nội dung chia làm 2 phần.Phần 1 kể về sự cùng cực của người tù trong trại tập trung. Phần này khá cảm động.Phần 2 chủ yếu nói về "" liệu pháp ya nghĩa"" lý giải Phương thức chữa lành vết thương lòng và tìm thấy mục tiêu sống.",5,1621263578
"mk trừ 1 sao vì cách đóng gói sơ sài mà tại sao lúc sách về lại bị xé bọc ra dị ? , chất liệu giấy mực in tốt mk đọc 1 2 trang đầu rất ổn trừ 1 sao vì đóng gói và sách bị xé bọc ra thôi",4,1644920470
,5,1721920933
,4,1721877498
,5,1721806276
"Cuốn sách thực sự rất hay khi kể về một khía cạnh khác về cuộc sống của người Do Thái trong các trại tập trung. Những trải nghiệm, cùng những đấu tranh trong tư tưởng tự do của tác giả thực sự hữu ích",5,1623631802
Tôi không xem đây là một quyển Self-help như các loại trôi nổi hiện nay.. vì quyển sách này có cơ sở khoa học rõ ràng và đã được chọn lọc bởi thời gian 💙 Rất hay và mỗi người nên đọc và phản tư.,5,1640005488
,5,1721727656
,5,1721533302
,5,1721448045
,5,1721115873
,5,1721028432
,5,1720769009
,5,1720373494
"Quyển sách làm thay đổi ít nhiều thế giới quan của mình, nó giúp mình có cái nhìn tích cực hơn về cuộc sống.",5,1675396117
"Nội dung nói hơi sâu về vấn đề tâm lý.
Do lúc đầu kỳ vọng sẽ đọc về cuộc sống trong thế chiến thứ 2, nên hơi thất vọng.
Không chê nội dung sách, nhưng do không phải chỉ đề yêu thích nên ko thể đọc hết.",3,1620379228
Okiee luôn,5,1716226136
Sách đẹp và chất liệu tốt. Có điều tiki đóng gói chưa được kỹ,5,1678240633
,5,1719196700
Hay và ý nghĩa,5,1713348406
"Sách đẹp và không bị sao hết ạ
Vận chuyển nhanh, shipper nhiệt tình
Nội dung thì mình chưa đọc nhưng là một trong các loại sách được khuyên đọc nên mình thích lắm,",5,1637641294
,5,1718017604
,5,1717993368
,5,1717781829
,5,1717656962
,5,1717385486
,5,1717374591
,5,1717303456
Mk thắc mắc kbiet sách mới hay cũ nma k có bọc túi ngoài sách như cuốn Atomic Habit thì có.,4,1682480080
"giao nhanh, sách mới nhưng k có bọc nilong, đóng hàng cẩn thận, giá tốt",5,1675146512
"Chất lượng tốt. Giao hàng nhanh. Chưa đến 1 ngày, mình có sách đọc rui. Gặp anh shipper khá tốt bụng. Mình ko có tiền mặt, nên chuyển khoản nhờ anh giúp. Anh còn bo cho 1k. ?",5,1620546643
"Tiki giao hàng nhanh, chất lượng. Nội dung sách thì hay miễn bàn rồi. Chưa bao giờ thất vọng khi mua hàng trên Tiki.",5,1672503193
Sách rất hay và ý nghĩa lắm ạ,5,1704110891
,5,1716341511
"Thật may mắn vì đã được đọc 1 cuốn sách phù hợp với mình trong thời điểm này. Khi mà mọi giá trị sống dễ dàng loay hoay và mất tập trung vào bản thân. Quá quan tâm đến cái nhìn bên ngoài. Tự vấn bản thân với những thước đo chuẩn mực của người xung quanh. Mà quên mất vốn dĩ sự tồn tại của bản thân đã là 1 điều không thể đáng quý hơn, so với những rắc rối mình tự huyễn hoặc và bóp cổ tâm trí.

""Có thể họ chỉ có vài người, nhưng điều đó cũng đủ để chứng minh rằng người ta có thể lấy đi của một người mọi thứ, chỉ trừ một  điều: sự tự do - sự tự do trong việc lựa chọn thái độ sống trong bất kỳ hoàn cảnh nào, và sự tự do lựa chọn hướng đi của mình.""",5,1605494981
,5,1716264595
tuyệt vời,5,1697896370
,5,1701861467
,5,1701826400
,5,1715345398
"Vận chuyển siu nhanh, mới đặt hôm qua mà nay nhận dc gùi",5,1678852735
"Tiki giao hàng siêu nhanh luônn. Sách bọc cẩn thận, chất lượng siêu ưng luôn.",5,1642065877
,5,1713330763
,5,1713230843
Sách có nếp gấp ở bìa trước và sau dù chưa đọc tý gì @@ Sách cảm giác cũng đã cũ và được dùng qua rồi.,3,1654983006
,4,1712671946
,5,1712585295
"Cuộc sống hiện đại làm cho con người dễ nản chí, đặt sai mục đích sống, dẫn tới tuyệt vọng chán nản đòi chết. Hãy trải nghiệm cuốn sách để hiểu thêm về nỗi đau tận cùng cái chết, để biết mình đang sống ra sao. Cuốn sách này sẽ có ích",5,1612419857
"Một cuốn sách khá hay, tuy nhiên nếu bạn không thích đọc một cuốn sách tự truyện thì lại không hợp nha.",5,1627363915
,5,1712193125
,5,1711874641
,5,1711793379
,5,1711546249
,4,1711254913
,5,1711182201
"Sách không bị dày, đóng gói cẩn thận. Ngoài câu chuyện trải nghiệm của tác giả tại trại tập trung còn có phần về phương pháp tâm lý.",5,1655996298
,5,1710895336
,5,1710855506
"Sách phần nào giúp tôi hiểu thêm về nhà tù, trại tập trung của Dức quốc xã và tò mò dể tự tim hiểu thêm về Thế chiến thứ 2:)). Ngưỡng mộ hơn khả năng chịu dựng phi thường cua con người dể sinh tồn. Một quyển sách cần đọc trên con đường đi tìm ý nghĩa cuộc sống, mình thích màu giấy của sách làm nhìn không bị loá",5,1571314107
,5,1710760190
"Ông Frankl đã sống một cuộc đời không uổng phí. Những gì ông để lại là bài học lớn về sự theo đuổi khát vọng và ý nghĩa sống, rằng đừng dễ dàng từ bỏ đời mình trước khi để lại một dấu ấn",5,1617525495
,5,1710596881
"Nội dung ok, sácg k có bọc, bị trầy",4,1667715503
Chất lượng sách kém. Phần giữa sách bị bung,2,1692282402
Tiki đóng gói rất cẩn thận và giao rất nhanh luôn ạ,5,1675123909
,5,1709911766
"Nội dung hay, in ấn tốt, chất lượng miễn chê",5,1691507601
,5,1709689795
"Giao hàng rất nhanh, chỉ hơn 1 ngày là có, giao hàng đảm bảo, bảo quản tốt",5,1665492561
"Sách đẹp, tạo động lực sống, phù hợp cho những ai đang đi tìm ý nghĩa cuộc sống",5,1676187297
,5,1709525982
"Giao hàng nhanh, đóng gói cẩn thận!",4,1681746434
,5,1709517801
,5,1709513233
,5,1709223819
,5,1709171243
,5,1709125703
,5,1709054788
,5,1708779718
"Sách chất lượng, giao hành nhanh.",5,1695690408
"Sách hay, giao hàng nhanh, sách đc bao lại nên yên tâm, đóng gói ok",5,1669134551
Hài lòng với chất lượng phục vụ của Tilki,5,1690516702
"Giao hàng nhanh, sách được đóng gói đẹp và cẩn thận",5,1686720099
,5,1708179446
Cả sách và Tiki đều tuyệt vời!,5,1666767938
,5,1708028722
đáng để đọc,5,1701915492
tốt,4,1692093463
,4,1707785974
"Bọc kỹ càng, đóng gói cẩn thận, hàng đúng mô tả & ship nhanh lắm",5,1681225971
"Mua bao nhiêu lần hôm nay Tiki đóng hàng ẩu vậy. Bỏ trực tiếp sách vô hộp mà hộp rộng ko hề bao bì nilon làm công bìa sách, nhỏ thôi nhưng mình hơi bực",5,1618290830
,5,1707199886
,5,1707187456
,5,1707023449
"Sách mới, mình sẽ đọc vào sáng mai",5,1678503888
,5,1706881220
,5,1706857048
,5,1692438393
Sách hay,5,1703647392
,5,1706465301
"sách hay và ý nghĩa sâu sắc, nó sẽ thức tỉnh những con tim còn đang chơi vơi chưa biết mình sẽ sống ra sao và đi về đâu.",5,1657677437
,5,1706216237
"Hơi ám ảnh phần đầu một chút, sách hay, đáng đọc ☺️",5,1654658028
"Nhận được sách sớm hơn dự kiến.
Mặc dù hơi lo lắng vì đọc được nhiều review về việc sách cũ, nhưng rất may là cuốn sách lần này ổn.
Về mặt nội dung: lời văn viết rất cuốn hút, và câu chuyện ý nghĩa.

Các bạn rất nên đọc.",5,1597293445
,5,1705495484
,5,1705397122
Tiki đóng gói rất kỉ và đẹp sách rất mới và ok,5,1685382770
,5,1705194624
"sách đc bọc bằng bookcare nên rất đẹp, chắc chắn, rất hài lòng, giao hàng nhanh",1,1645156493
Sách mua Tiki Trading thì khỏi có gì dám chê. Quá rẻ và giao quá nhanh.,5,1664335210
,5,1705025855
"Nhiều người khen nhưng mình thấy sách ko hay , toàn bộ tác phẩm tác giả như muốn thuyết phục việc tìm ý nghĩa sống, mình ko đọc nổi luôn.",4,1649078098
,5,1704944414
,5,1690552363
,5,1704695436
"Sách mới đẹp, giao đến tay trong tình trạng nguyên vẹn.",5,1639909977
"giao hàng nhanh, đóng gói cẩn thận",5,1691225069
,5,1704303491
,5,1704199377
,5,1704179602
,5,1703880934
,5,1703748389
,5,1703742801
"Sách hay về tâm lý học, kỹ năng sống.",5,1687871805
"Mình mua tặng bạn nên không được tận tay mở sách. Tiki giao nhanh, bên vận chuyển cũng cực nhanh. Cảm ơn đã giao nhanh như thế trong mùa dịch này ạ.",5,1629044523
,5,1701827083
,5,1701726543
"Trong cuộc sống đầy dãy những biến đồng, khổ đau, việc tìm cho mình một ý nghĩa để sống thật sự là cần thiết",5,1626237516
Nội dung hấp dẫn,5,1694304358
,5,1701005878
,5,1700994584
Sách chưa đọc còn mới giao hàng mùa dịch lâu thật ấy,5,1636294409
"Nội dung tương đối thú vị, dù mình mới đọc được một xíu thôi. 
Gói hàng ok, buồn cái là không có bookmark kèm theo ... hic",5,1637197777
"Lúc mình mua là 57k, nội dung theo mình, không hay lắm, lý thuyết chung chung, câu chuyện về các tù nhân thì miêu tả rất chân thực, sau khi đọc xong không thu lượm được thêm gì, sách thì hình như bị con gì đó gặm ở phần bìa",2,1597653435
,5,1700584470
👍,5,1685089830
"Sách thì không tệ. Oke Nhưng chất lượng bọc sách của tiki thì quá tệ, tệ dần đều đi luôn ấy. Quyền sách bọc nửa vời, không chắc chắn, cầm chút là bung ra. Thật sự thất vọng. Mình còn mua rất nhiều bọc sách không biết dùng đến bao giờ mới hết.",3,1599148585
"Mới đọc đc tầm 20 trang, nội dung cuốn và đáng đọc.",5,1664517173
"Tiki giao nhanh, đóng gói kỹ, sách mới, đẹp, chỉnh chu.",5,1679035718
"Màu bìa sách trong hình khác bên ngoài, màu sách nhìn nhã nhặn lắm! Vì chưa đọc nên chưa đánh giá được nội dung! Cầm cuốn sách nhỏ nhắn xinh xắn màu đẹp nên thích lắm!",5,1617765137
"sách rất cảm động , là 1 trong những quyển sách gối đầu giường của rất nhiều người . Lần đầu đọc mình rất cảm động , cảm xúc mà mình chưa có khi đọc các quyển sách khác .
con người luôn có sự lựa chọn dù trong bất kỳ hoàn cảnh nào .",5,1590379155
,5,1700204959
Phần sau hơi trừu tượng xxxxxxxxx,3,1686921383
,5,1699800727
,5,1699768099
,5,1699720430
Mua đi đừng sợ!,5,1692850844
Dành cho ai đang mất phương hướng,5,1686190283
,4,1699405033
,5,1685166191
,5,1699251645
,5,1699195038
Vì giao nhanh nên em cứ đánh giá 5 sao dù chưa đọc thử. Hình ảnh chỉ mang tính chất nhận xu,5,1648633241
,5,1699122937
,5,1699071817
"Sách còn nguyên vẹn, không bị gì, Tiki giao hàng nhanh quá luôn á nhưng mà thấy hơi bất tiện vì có phải lúc nào mình cũng có ở nhà đâu",5,1616887702
,5,1698944896
,5,1698806130
10 điểm. trừ 0.5 điểm vì giao sách bị cắn,5,1667211892
,5,1698677625
"Một cuốn sách hay, giao nhanh, sách đẹp, mua hàng ở tiki luôn yên tâm về chất lượng, đầu tư cho tri thức luôn là khoản đầu tư đúng đắn. Luôn ủng hộ tiki",5,1621658538
,5,1698273723
,5,1698201688
"Mình đã rất cẩn thận đọc review trên goodread, tìm hiểu về tác giả để rồi qđ mua. Nhưng khi đọc thì rất mệt, ráng đọc hoài vẫn không xong được vì nội dung chung chung, lan man không đọng được lại gì cả, cũng không thêm được nhiều kiến thức, kiểu như mấy cuốn self help đọc xong là thôi. K biết do cách dịch hay do overated nữa nhưng khá thất vọng. Mặc style sách của mình là triết học, lịch sử nhưng k thể đọc được xong xuốn này.",3,1587454913
"Tốt , hài lòng",5,1692344886
Tuyệt vời,5,1693666423
"Cuốn sách này cho những ai không biết mục đích sống của mình là gì , động lực gì để sống và cho bạn biết rằng bạn đang rất may mắn 🍀",5,1640929864
,5,1697718541
,5,1697714986
Ok,5,1697034755
,5,1697631063
,5,1697621773
"Sách dầy nhưng bọc rất ẩu, mới nhận đã bong bọc sách, bọc quá bé, ko giữ được trong lúc đọc. Tiki nên xem lại chất lượng. Sách cắt ẩu, mỗi tờ giấy giống bị xé hoặc dùng dao rọc giấy chứ ko phải cắt máy",2,1583329905
,5,1697572618
,5,1697555463
,5,1697398148
,5,1697351254
,5,1697295521
,5,1697290725
"giao hàng nhanh, đóng gói kỹ lưỡng, bìa đẹp chữ in rõ ràng, đọc rồi cảm nhận sao",5,1635300858
"Bất ngờ vì từ HCM mà giao nhanh đến v, qua đặt nay đã nhận đc r. 2 quyển kia mình mua bọc mới, còn quyền này nhìn hơi cũ",5,1648792846
,5,1697029198
Đóng gói cẩn thân.,5,1689404756
,5,1696782324
,5,1696667999
,5,1696614515
,5,1696502701
Giao hàng siêu nhanh!,5,1674887060
,4,1696260418
,5,1696235635
"Đọc phần 1 quả thực cảm nhận được cái khủng khiếp nơi các trại tập trung. Từ ấy càng trân trọng cuộc sống này hơn.
Đọc phần 2 là một sự trải nghiệm mới mẻ cảm nhận những lý thuyết về tâm lý một cách độc đáo và thú vị chứ không hàn lâm.
Tiki giao hàng chất lượng. 5 sao ạaaa",5,1585631797
,5,1695799609
Sách được đóng gói cẩn thận. Anh shipper của Tiki zui tánh và nhiệt tình,5,1652769848
,4,1695633000
,5,1695625974
,5,1695532546
Ok,5,1680605276
,5,1695377961
,5,1695298739
,4,1695102671
"Mình học Y. Đang học năm nhất, đã học qua môn Tâm Lý Căn bản. Thật sự đọc xong vẫn ôn và học tiếp được",5,1650889212
,5,1695038779
,5,1694859241
"Sách in còn 1 số lỗi, bìa dính bẩn và giấy có nhièu chi tiết thừa",4,1654093201
,5,1694577146
,5,1694490974
,5,1694410469
,5,1694392783
Ngẫm lại cuộc đời bản thân đang như thế nào,5,1675390617
,5,1694262520
,5,1694183582
,5,1693971098
,5,1693904664
,5,1693903705
,5,1693883937
,5,1693463344
,5,1693315504
,5,1693106039
,5,1693039379
,5,1693021766
,5,1692995793
,5,1692970303
,5,1692967899
tuyệt,5,1690538444
,5,1692711972
,5,1692615394
,5,1692582850
,5,1692539369
,5,1692374520
