comment,rating,created_at,sentiment,confidence
ok 67 năm xây dựng và trưởng thành là hành trình đầy tự hào của lớp lớp thế hệ cán bộ lãnh đạo người lao động của bidv trải qua bao thác bao ghềnh đã trui rèn bồi tụ nên bản lĩnh cốt cách kiên cường vượt khó của người bidv tại mốc son này với quyết tâm của ban lãnh đạo sự đồng sức đồng lòng của tập thể cán bộ người lao động bidv đã hội tụ đầy đủ điều kiện quyết tâm và khát vọng để thay đổi và chinh phục những đỉnh cao mới,5,1730966484,1 star,0.4744699001312256
ok ngon tạm thời là vậy mong cứ vậy tgian dài là đc,5,1731921216,3 stars,0.29103022813796997
tính năng nổi bật:iphone đúng với mô tả:đúng chất lượng sản phẩm:tốt đặt hàng mua hộ chứ có được sờ vào đâu ước gì mình có tiền để mua iphone pro max,5,1731939237,1 star,0.5501766204833984
ok lăm ạ quy cách hộp 10 gói dạng bào chế dung dịch mô tả ngắn gội phủ bạc healthlive lavox màu đen dùng để gội phủ màu tóc bạc với tông màu tự nhiên phù hợp cho nam và nữ nhà sản xuất công ty cổ phần lavo nước sản xuất việt nam,5,1732078586,1 star,0.6181262731552124
bệnh nhược cơ là một bênh tự miễn và là rối loạn phổ biến nhất của dẫn truyền thần kinh cơ do cơ thể sinh ra một loại kháng thể làm ảnh hưởng đến quá trình truyền đạt thông tin từ thần kinh sang cơ gây tình trạng cơ bị nhược,5,1732070380,1 star,0.3668317496776581
hàng nguyên seal nguyên tem mác hàng apple store của shopee thì cũng yên tâm,5,1732010728,1 star,0.42986786365509033
chất lượng sản phẩm:tốt tính năng nổi bật:iphone mới đúng với mô tả:đúng chúc thầy cô ngày nhà giáo việt nam vui vẻ và ý nghĩa cảm ơn thầy vì đã luôn là người thầy tận tâm là ngọn đuốc sáng dẫn dắt chúng em,5,1731991994,1 star,0.5754327774047852
mua 1111 dc giá 31tr890 titan sa mạc ck mình nó còn háo hức đập hộp hơn mình giao hàng lâu 5 ngày mới dc nhận,5,1731906641,1 star,0.4790673851966858
đúng mô tả giao hàng nhanh thời gian giao hàng nhanh sản phẩm giống mô tả,5,1731856738,1 star,0.37104344367980957
giao hàng nhanh đóng gói rất kỹ hộp máy thì cũ kỹ bông chóc và cấn nhẹ fullbox,5,1731935321,1 star,0.6252555251121521
tính năng nổi bật:tốt chất lượng sản phẩm:tốt đúng với mô tả:tốt mua chính hãng đúng dịp sale 1111 nên còn 31900k,5,1732075028,1 star,0.46218377351760864
hàng chuẩn chính hãng nguyên seal giao hàng nhanh,5,1731997110,3 stars,0.23708097636699677
đúng với mô tả:ok chất lượng sản phẩm:tốt tính năng nổi bật:ok ok sale 1111 đc 318tr test không lỗi lầm,5,1731843689,1 star,0.4366268515586853
tính năng nổi bật:nút camera đúng với mô tả:y như hình chất lượng sản phẩm:tốt săn sale ngày đôi 1111 nên rẻ được 2tr so với ra cửa hàng hàng chính hãng vn nhé mọi người nên trải nghiệm mua đt qua online,5,1731838212,1 star,0.5045488476753235
hàng chính hãng giao hàng hơi lâu chút máy mới 100 dùng mượt,5,1731952614,1 star,0.3211101293563843
video để nhận xu ạ shop giao hàng nhanh hàng nhận về xịn xò quá đẹp mà m lười chụp,5,1732107496,1 star,0.35324427485466003
hàng quá ok tuyệt với đến từ đồng bộ ngoại giao mỹ cho biết sau khi nhận tin mật báo đại sứ quán mỹ ở kiev quyết định đóng cửa tạm thời,5,1732095436,1 star,0.5261967778205872
đúng với mô tả:đúng chất lượng sản phẩm:tốt shop đóng bọc cẩn thận tư vấn nhiệt tình hàng nguyên vẹn,5,1731500274,1 star,0.4503864645957947
chất lượng sản phẩm:sản phẩm chính hãng viett tel phân phối sp chất lượng tốt,5,1731846113,1 star,0.36281028389930725
giao hàng hơi lâu nhưng đc cái đóng gói đẹp ngon lành add đc khuyến mãi giá quá iu luôn,5,1731840150,1 star,0.34662601351737976
giao hàng nhanh hôm trước hôm sau là có hài lòng khi cần trên tay em này ip16pmx,5,1732111365,1 star,0.5150312185287476
đúng với mô tả:ok chất lượng sản phẩm:ok tính năng nổi bật:ok ok,5,1731921554,1 star,0.37507402896881104
mình ở hnoi nên nhận hàng mất mấy hôm đúng mẫu sản phẩm đẹp nhaa,5,1732101065,1 star,0.2682504951953888
săn sale chưa đến 32tr nên thấy khá hời lúc đầu hơi lăn tăn vì k được bảo hành lỗi thẩm mỹ may quá máy giao đến không sao cả đt được bọc chống sốc bên ngoài hộp đựng thì móp nhưng bên trong vẫn ổn,5,1731987691,1 star,0.6053785681724548
